Time,Volt_In,Volt_Out
2759786,0.05,11
2759789,0.03,7
2759792,0.02,4
2759796,0.02,2
2759799,0.01,0
2759802,0.03,0
2759805,0.03,0
2759809,0.03,1
2759812,0.03,2
2759815,0.03,5
2759818,0.04,8
2759822,0.05,12
2759825,0.07,17
2759828,0.08,22
2759831,0.1,28
2759835,0.13,35
2759838,0.15,43
2759841,0.17,51
2759845,0.2,60
2759848,0.24,70
2759851,0.27,81
2759854,0.31,92
2759858,0.35,104
2759861,0.39,116
2759864,0.43,129
2759868,0.48,143
2759871,0.51,157
2759874,0.56,171
2759877,0.62,187
2759881,0.66,202
2759884,0.72,218
2759887,0.77,235
2759890,0.82,252
2759894,0.88,270
2759897,0.94,287
2759900,0.99,305
2759903,1.06,324
2759907,1.12,343
2759910,1.18,362
2759913,1.24,381
2759916,1.3,400
2759920,1.37,420
2759923,1.44,440
2759926,1.5,459
2759930,1.56,479
2759933,1.62,499
2759936,1.69,519
2759939,1.75,539
2759943,1.82,559
2759946,1.89,579
2759949,1.95,599
2759952,2.01,618
2759956,2.07,638
2759959,2.14,657
2759962,2.2,676
2759965,2.26,695
2759968,2.32,713
2759972,2.38,732
2759975,2.44,749
2759978,2.49,767
2759981,2.55,784
2759985,2.6,801
2759988,2.66,817
2759991,2.71,833
2759994,2.75,848
2759998,2.81,863
2760001,2.85,877
2760004,2.89,891
2760007,2.94,904
2760011,2.98,916
2760014,3.02,928
2760017,3.05,939
2760020,3.08,950
2760023,3.12,960
2760027,3.15,969
2760030,3.18,978
2760033,3.2,985
2760036,3.22,993
2760040,3.24,999
2760043,3.26,1005
2760046,3.28,1009
2760049,3.29,1014
2760052,3.3,1017
2760056,3.3,1019
2760059,3.3,1021
2760062,3.3,1022
2760065,3.3,1022
2760069,3.3,1022
2760072,3.3,1021
2760075,3.3,1019
2760078,3.3,1016
2760082,3.29,1012
2760085,3.27,1008
2760088,3.25,1002
2760091,3.23,996
2760095,3.21,990
2760098,3.19,982
2760101,3.16,974
2760105,3.13,965
2760108,3.11,956
2760111,3.07,946
2760114,3.04,935
2760118,3,923
2760121,2.96,911
2760124,2.92,899
2760128,2.87,885
2760131,2.83,871
2760134,2.79,857
2760137,2.73,842
2760141,2.68,826
2760144,2.63,810
2760147,2.58,794
2760150,2.52,777
2760154,2.47,760
2760157,2.41,742
2760160,2.35,724
2760164,2.3,706
2760167,2.23,687
2760170,2.17,668
2760173,2.11,649
2760177,2.05,630
2760180,1.99,610
2760183,1.93,591
2760186,1.86,571
2760190,1.8,551
2760193,1.73,531
2760196,1.67,511
2760200,1.6,491
2760203,1.53,471
2760206,1.47,451
2760209,1.41,432
2760213,1.34,412
2760216,1.28,392
2760219,1.22,373
2760222,1.15,354
2760226,1.09,335
2760229,1.03,316
2760232,0.97,298
2760235,0.91,280
2760239,0.86,262
2760242,0.8,245
2760245,0.75,228
2760248,0.68,212
2760252,0.64,196
2760255,0.59,180
2760258,0.54,165
2760261,0.5,151
2760265,0.45,137
2760268,0.41,124
2760271,0.37,111
2760274,0.33,99
2760278,0.29,87
2760281,0.26,76
2760284,0.23,66
2760288,0.19,57
2760291,0.16,48
2760294,0.14,40
2760297,0.12,32
2760301,0.1,26
2760304,0.08,20
2760307,0.06,15
2760310,0.04,10
2760314,0.03,6
2760317,0.02,4
2760320,0.01,1
2760323,0.01,0
2760327,0.03,0
2760330,0.03,0
2760333,0.02,1
2760336,0.03,3
2760340,0.03,5
2760343,0.04,8
2760346,0.05,12
2760349,0.07,17
2760353,0.09,23
2760356,0.1,29
2760359,0.13,36
2760362,0.15,44
2760366,0.18,53
2760369,0.21,62
2760372,0.24,72
2760376,0.28,82
2760379,0.31,94
2760382,0.35,105
2760385,0.39,118
2760390,0.46,138
2760394,0.5,152
2760397,0.55,166
2760400,0.59,181
2760404,0.65,197
2760407,0.7,213
2760410,0.75,229
2760413,0.81,246
2760417,0.86,263
2760420,0.92,281
2760423,0.98,299
2760426,1.04,317
2760430,1.1,336
2760433,1.16,355
2760436,1.22,374
2760440,1.28,393
2760443,1.35,413
2760446,1.41,433
2760449,1.47,452
2760453,1.53,472
2760456,1.6,492
2760459,1.67,512
2760462,1.73,532
2760466,1.8,552
2760469,1.86,572
2760472,1.93,592
2760475,1.99,612
2760479,2.05,631
2760482,2.12,650
2760485,2.18,669
2760488,2.24,688
2760492,2.3,707
2760495,2.36,725
2760498,2.42,743
2760501,2.48,761
2760505,2.53,778
2760508,2.58,795
2760511,2.64,811
2760514,2.69,827
2760518,2.74,843
2760521,2.79,858
2760524,2.83,872
2760528,2.88,886
2760531,2.92,899
2760534,2.96,912
2760537,3,924
2760541,3.04,936
2760544,3.08,946
2760547,3.11,957
2760550,3.14,966
2760554,3.17,975
2760557,3.19,983
2760560,3.21,990
2760563,3.24,997
2760567,3.25,1003
2760570,3.28,1008
2760573,3.29,1012
2760576,3.3,1016
2760580,3.3,1019
2760583,3.3,1021
2760586,3.3,1022
2760589,3.3,1022
2760593,3.3,1022
2760596,3.3,1021
2760599,3.3,1019
2760602,3.3,1017
2760606,3.29,1013
2760609,3.27,1009
2760612,3.26,1004
2760616,3.24,999
2760619,3.22,992
2760622,3.2,985
2760625,3.17,977
2760629,3.15,969
2760632,3.11,959
2760635,3.09,949
2760639,3.05,939
2760642,3.01,928
2760645,2.98,916
2760648,2.93,903
2760652,2.89,890
2760655,2.84,876
2760658,2.8,862
2760661,2.75,847
2760665,2.7,832
2760668,2.65,816
2760671,2.6,800
2760675,2.55,783
2760678,2.49,766
2760681,2.43,748
2760684,2.38,731
2760688,2.32,712
2760691,2.26,694
2760694,2.2,675
2760697,2.14,656
2760701,2.07,637
2760704,2.01,617
2760707,1.95,598
2760711,1.88,578
2760714,1.82,558
2760717,1.75,538
2760720,1.69,518
2760724,1.62,498
2760727,1.56,478
2760730,1.49,458
2760733,1.43,439
2760737,1.36,419
2760740,1.3,399
2760743,1.24,380
2760746,1.18,361
2760750,1.12,342
2760753,1.05,323
2760756,0.99,304
2760759,0.94,286
2760763,0.87,269
2760766,0.82,251
2760769,0.77,234
2760772,0.71,218
2760776,0.66,201
2760779,0.62,186
2760782,0.56,171
2760785,0.52,156
2760789,0.47,142
2760792,0.43,128
2760795,0.37,115
2760799,0.34,103
2760802,0.3,91
2760805,0.27,80
2760808,0.24,70
2760812,0.2,60
2760815,0.18,51
2760818,0.15,43
2760821,0.12,35
2760825,0.1,28
2760828,0.08,22
2760831,0.06,16
2760834,0.05,12
2760838,0.04,8
2760841,0.02,4
2760844,0.02,2
2760847,0.01,0
2760851,0.03,0
2760854,0.03,0
2760857,0.03,0
2760861,0.02,2
2760864,0.03,4
2760867,0.04,7
2760870,0.04,11
2760874,0.06,16
2760877,0.08,21
2760880,0.1,27
2760883,0.12,34
2760887,0.14,41
2760890,0.17,50
2760893,0.2,59
2760896,0.23,68
2760900,0.27,79
2760903,0.3,90
2760906,0.34,101
2760910,0.38,114
2760913,0.42,126
2760916,0.46,140
2760919,0.51,154
2760923,0.55,168
2760926,0.61,184
2760929,0.66,199
2760932,0.71,215
2760936,0.76,232
2760939,0.82,249
2760942,0.87,266
2760946,0.93,284
2760949,0.99,302
2760952,1.05,320
2760955,1.1,339
2760959,1.17,358
2760962,1.23,377
2760965,1.29,396
2760968,1.35,416
2760972,1.42,436
2760975,1.48,455
2760978,1.55,475
2760982,1.61,495
2760985,1.68,515
2760988,1.74,535
2760991,1.81,555
2760995,1.87,575
2760998,1.94,595
2761001,2,614
2761004,2.06,634
2761008,2.13,653
2761011,2.18,672
2761014,2.25,691
2761017,2.31,710
2761021,2.37,728
2761024,2.43,746
2761027,2.48,763
2761030,2.54,781
2761034,2.59,797
2761037,2.65,814
2761040,2.7,830
2761043,2.74,845
2761046,2.79,860
2761050,2.85,874
2761053,2.89,888
2761056,2.93,901
2761059,2.97,914
2761063,3.01,926
2761066,3.04,937
2761069,3.08,948
2761072,3.11,958
2761076,3.14,967
2761079,3.17,976
2761082,3.19,984
2761085,3.22,991
2761089,3.24,998
2761092,3.26,1004
2761095,3.28,1009
2761098,3.29,1013
2761102,3.3,1016
2761105,3.3,1019
2761108,3.3,1021
2761111,3.3,1022
2761115,3.3,1023
2761118,3.3,1022
2761121,3.3,1021
2761124,3.3,1019
2761128,3.3,1016
2761131,3.29,1013
2761134,3.28,1009
2761137,3.26,1003
2761141,3.24,998
2761144,3.22,991
2761147,3.19,984
2761151,3.17,976
2761154,3.14,967
2761157,3.11,958
2761160,3.08,948
2761164,3.04,937
2761167,3,926
2761170,2.97,914
2761173,2.93,901
2761177,2.88,888
2761180,2.84,874
2761183,2.8,860
2761187,2.74,845
2761190,2.7,830
2761193,2.65,814
2761196,2.59,797
2761200,2.54,781
2761203,2.48,763
2761206,2.43,746
2761210,2.37,728
2761213,2.31,710
2761216,2.25,691
2761219,2.18,672
2761223,2.12,653
2761226,2.06,634
2761229,2,614
2761233,1.94,595
2761236,1.87,575
2761239,1.8,555
2761242,1.74,535
2761246,1.68,515
2761249,1.61,495
2761252,1.55,475
2761255,1.48,455
2761259,1.42,436
2761262,1.35,416
2761265,1.29,396
2761269,1.23,377
2761272,1.17,358
2761275,1.11,339
2761278,1.04,320
2761282,0.99,302
2761285,0.93,284
2761288,0.87,266
2761291,0.82,249
2761295,0.76,232
2761300,0.68,207
2761303,0.63,191
2761306,0.58,176
2761309,0.53,161
2761313,0.49,147
2761316,0.44,133
2761319,0.4,120
2761322,0.36,107
2761326,0.32,95
2761329,0.28,84
2761332,0.26,73
2761336,0.21,63
2761339,0.19,54
2761342,0.15,45
2761345,0.13,37
2761349,0.11,30
2761352,0.09,24
2761355,0.07,18
2761358,0.05,13
2761362,0.04,9
2761365,0.03,5
2761368,0.02,3
2761371,0.01,1
2761375,0.02,0
2761378,0.03,0
2761381,0.03,0
2761385,0.03,1
2761388,0.03,3
2761391,0.03,6
2761394,0.04,10
2761398,0.05,14
2761401,0.07,19
2761404,0.09,25
2761407,0.11,31
2761411,0.13,39
2761414,0.16,47
2761417,0.19,55
2761420,0.22,65
2761424,0.25,75
2761427,0.29,86
2761430,0.33,97
2761434,0.37,109
2761437,0.41,122
2761440,0.45,135
2761443,0.49,149
2761447,0.54,163
2761450,0.58,178
2761453,0.64,194
2761456,0.69,210
2761460,0.74,226
2761463,0.8,243
2761466,0.85,260
2761470,0.91,278
2761473,0.97,295
2761476,1.02,314
2761479,1.08,332
2761483,1.15,351
2761486,1.21,370
2761489,1.27,390
2761493,1.34,409
2761496,1.4,429
2761499,1.46,449
2761502,1.52,468
2761506,1.59,488
2761509,1.65,508
2761512,1.72,528
2761515,1.78,548
2761519,1.85,568
2761522,1.92,588
2761525,1.98,608
2761529,2.04,627
2761532,2.11,647
2761535,2.17,666
2761538,2.23,685
2761542,2.29,703
2761545,2.35,722
2761548,2.41,740
2761551,2.46,757
2761555,2.52,775
2761558,2.57,792
2761561,2.62,808
2761564,2.69,824
2761568,2.73,840
2761571,2.78,855
2761574,2.82,869
2761578,2.87,883
2761581,2.91,897
2761584,2.96,910
2761587,2.99,922
2761591,3.05,933
2761594,3.07,944
2761597,3.1,955
2761600,3.13,964
2761604,3.15,973
2761607,3.18,981
2761610,3.21,989
2761613,3.23,996
2761617,3.25,1002
2761620,3.27,1007
2761623,3.28,1011
2761626,3.3,1015
2761630,3.3,1018
2761633,3.3,1020
2761636,3.3,1022
2761640,3.3,1022
2761643,3.3,1022
2761646,3.3,1021
2761649,3.3,1020
2761653,3.3,1017
2761656,3.29,1014
2761659,3.28,1010
2761662,3.27,1005
2761666,3.25,1000
2761669,3.23,994
2761672,3.2,987
2761675,3.17,979
2761679,3.15,970
2761682,3.12,961
2761685,3.09,951
2761689,3.06,941
2761692,3.02,930
2761695,2.99,918
2761698,2.94,906
2761702,2.9,893
2761705,2.85,879
2761708,2.81,865
2761711,2.76,850
2761715,2.72,835
2761718,2.66,819
2761721,2.61,803
2761725,2.55,786
2761728,2.5,769
2761731,2.44,752
2761734,2.39,734
2761738,2.32,716
2761741,2.27,698
2761744,2.21,679
2761748,2.15,660
2761751,2.09,641
2761754,2.02,621
2761757,1.96,602
2761761,1.89,582
2761764,1.83,562
2761767,1.77,542
2761770,1.7,522
2761774,1.63,502
2761777,1.57,482
2761780,1.5,462
2761783,1.44,442
2761787,1.38,423
2761790,1.31,403
2761793,1.25,384
2761797,1.19,364
2761800,1.13,345
2761803,1.07,327
2761806,1.01,308
2761810,0.95,290
2761813,0.89,272
2761816,0.83,255
2761819,0.78,238
2761823,0.72,221
2761826,0.68,205
2761829,0.63,189
2761832,0.57,174
2761836,0.53,159
2761839,0.47,145
2761842,0.43,131
2761845,0.39,118
2761849,0.35,105
2761852,0.31,94
2761855,0.28,82
2761859,0.24,72
2761862,0.21,62
2761865,0.18,53
2761868,0.15,44
2761872,0.13,36
2761875,0.1,29
2761878,0.07,23
2761881,0.06,17
2761885,0.05,12
2761888,0.04,8
2761891,0.03,5
2761894,0.02,2
2761898,0.02,1
2761901,0.03,0
2761904,0.03,0
2761909,0.03,1
2761912,0.03,2
2761916,0.03,5
2761919,0.04,8
2761922,0.05,12
2761925,0.07,17
2761929,0.08,23
2761932,0.1,29
2761935,0.13,36
2761938,0.14,44
2761942,0.18,52
2761945,0.21,61
2761948,0.24,71
2761952,0.28,82
2761955,0.31,93
2761958,0.35,105
2761961,0.39,117
2761965,0.43,130
2761968,0.48,144
2761971,0.52,158
2761974,0.58,173
2761978,0.62,188
2761981,0.67,204
2761984,0.73,220
2761988,0.78,237
2761991,0.83,254
2761994,0.89,271
2761997,0.94,289
2762001,1.01,307
2762004,1.06,326
2762007,1.13,345
2762010,1.19,364
2762014,1.25,383
2762017,1.31,402
2762020,1.38,422
2762024,1.44,442
2762027,1.5,461
2762030,1.57,481
2762033,1.63,501
2762037,1.7,521
2762040,1.76,541
2762043,1.83,561
2762046,1.89,581
2762050,1.94,601
2762053,2.02,620
2762056,2.08,640
2762059,2.14,659
2762063,2.21,678
2762066,2.27,697
2762069,2.32,715
2762072,2.39,733
2762076,2.44,751
2762079,2.5,769
2762082,2.56,786
2762085,2.61,802
2762089,2.65,819
2762092,2.71,834
2762095,2.76,850
2762098,2.81,864
2762102,2.85,878
2762105,2.9,892
2762108,2.94,905
2762111,2.98,918
2762115,3.02,929
2762118,3.05,941
2762121,3.09,951
2762124,3.12,961
2762127,3.15,970
2762131,3.18,979
2762134,3.2,986
2762137,3.22,993
2762140,3.25,1000
2762144,3.26,1005
2762147,3.28,1010
2762150,3.3,1014
2762153,3.3,1017
2762157,3.3,1020
2762160,3.3,1021
2762163,3.3,1022
2762166,3.3,1022
2762170,3.3,1022
2762173,3.3,1020
2762176,3.3,1018
2762180,3.3,1015
2762183,3.28,1012
2762186,3.27,1007
2762189,3.25,1002
2762193,3.23,996
2762196,3.21,989
2762199,3.19,982
2762202,3.16,973
2762206,3.14,965
2762209,3.1,955
2762212,3.07,945
2762216,3.03,934
2762219,3,922
2762222,2.96,910
2762225,2.91,897
2762229,2.87,884
2762232,2.83,870
2762235,2.78,855
2762238,2.73,840
2762242,2.68,825
2762245,2.63,809
2762248,2.57,792
2762252,2.52,775
2762255,2.46,758
2762258,2.41,740
2762261,2.35,722
2762265,2.29,704
2762268,2.23,685
2762271,2.17,667
2762274,2.11,647
2762278,2.04,628
2762281,1.98,608
2762284,1.92,589
2762288,1.85,569
2762291,1.79,549
2762294,1.72,529
2762297,1.66,509
2762301,1.59,489
2762304,1.53,469
2762307,1.46,449
2762310,1.4,430
2762314,1.34,410
2762317,1.27,390
2762320,1.21,371
2762323,1.15,352
2762327,1.09,333
2762330,1.03,315
2762333,0.97,296
2762336,0.91,278
2762340,0.85,261
2762343,0.8,243
2762346,0.74,227
2762349,0.69,210
2762353,0.64,194
2762356,0.59,179
2762359,0.54,164
2762363,0.5,150
2762366,0.45,136
2762369,0.41,122
2762372,0.37,110
2762376,0.33,98
2762379,0.29,86
2762382,0.26,75
2762385,0.22,65
2762389,0.19,56
2762392,0.16,47
2762395,0.14,39
2762398,0.11,32
2762402,0.09,25
2762405,0.06,19
2762408,0.05,14
2762411,0.04,10
2762415,0.03,6
2762418,0.02,3
2762421,0.02,1
2762424,0.01,0
2762428,0.03,0
2762431,0.03,0
2762434,0.03,1
2762437,0.03,3
2762441,0.03,5
2762444,0.04,9
2762447,0.05,13
2762450,0.07,18
2762454,0.09,24
2762457,0.11,30
2762460,0.13,37
2762464,0.16,45
2762467,0.18,54
2762470,0.21,63
2762473,0.25,73
2762477,0.28,83
2762480,0.32,95
2762483,0.36,107
2762487,0.4,119
2762490,0.42,132
2762493,0.48,146
2762496,0.53,160
2762500,0.58,175
2762503,0.63,191
2762506,0.68,206
2762509,0.73,223
2762513,0.78,239
2762518,0.87,265
2762521,0.92,283
2762524,0.98,301
2762528,1.04,319
2762531,1.1,338
2762534,1.17,357
2762537,1.23,376
2762541,1.29,395
2762544,1.35,415
2762547,1.42,435
2762550,1.48,455
2762554,1.55,474
2762557,1.61,494
2762560,1.67,514
2762563,1.74,534
2762567,1.8,554
2762570,1.87,574
2762573,1.93,594
2762577,2,614
2762580,2.06,633
2762583,2.12,652
2762586,2.18,671
2762590,2.24,690
2762593,2.31,709
2762596,2.37,727
2762599,2.42,745
2762603,2.48,763
2762606,2.53,780
2762609,2.59,797
2762612,2.64,813
2762616,2.69,829
2762619,2.74,844
2762622,2.79,859
2762625,2.84,874
2762629,2.88,887
2762632,2.93,901
2762635,2.96,913
2762639,3.01,925
2762642,3.05,937
2762645,3.07,947
2762648,3.11,958
2762652,3.14,967
2762655,3.17,976
2762658,3.2,984
2762661,3.22,991
2762665,3.24,997
2762668,3.26,1003
2762671,3.27,1008
2762674,3.29,1013
2762678,3.3,1016
2762681,3.3,1019
2762684,3.3,1021
2762687,3.3,1022
2762691,3.3,1022
2762694,3.3,1022
2762697,3.3,1021
2762700,3.3,1019
2762704,3.3,1016
2762707,3.29,1013
2762710,3.28,1009
2762713,3.26,1004
2762717,3.24,998
2762720,3.22,992
2762723,3.19,984
2762727,3.17,976
2762730,3.14,968
2762733,3.11,958
2762736,3.08,948
2762740,3.05,938
2762743,3.01,926
2762746,2.97,914
2762750,2.93,902
2762753,2.89,889
2762756,2.84,875
2762759,2.8,861
2762763,2.75,846
2762766,2.7,830
2762769,2.64,814
2762772,2.59,798
2762776,2.54,781
2762779,2.48,764
2762782,2.43,747
2762786,2.37,729
2762789,2.31,711
2762792,2.25,692
2762795,2.19,673
2762799,2.13,654
2762802,2.06,635
2762805,2,615
2762808,1.94,596
2762812,1.88,576
2762818,1.74,536
2762822,1.68,516
2762825,1.62,496
2762828,1.56,476
2762831,1.49,456
2762835,1.42,436
2762838,1.36,417
2762841,1.3,397
2762844,1.23,378
2762847,1.17,359
2762851,1.11,340
2762854,1.05,321
2762857,0.99,303
2762861,0.93,285
2762864,0.87,267
2762867,0.82,249
2762870,0.76,232
2762874,0.71,216
2762877,0.65,200
2762880,0.61,184
2762883,0.56,169
2762887,0.51,154
2762890,0.46,140
2762893,0.42,127
2762896,0.38,114
2762900,0.33,102
2762903,0.32,90
2762906,0.27,79
2762910,0.24,69
2762913,0.2,59
2762916,0.17,50
2762919,0.15,42
2762923,0.12,34
2762926,0.1,27
2762929,0.08,21
2762932,0.06,16
2762936,0.05,11
2762939,0.03,7
2762942,0.02,4
2762945,0.02,2
2762949,0.01,0
2762952,0.03,0
2762955,0.03,0
2762958,0.03,0
2762962,0.03,2
2762965,0.03,4
2762968,0.03,7
2762971,0.05,11
2762975,0.06,16
2762978,0.08,21
2762981,0.1,28
2762984,0.13,35
2762988,0.15,42
2762991,0.18,51
2762994,0.2,60
2762998,0.24,69
2763001,0.26,80
2763004,0.3,91
2763007,0.34,102
2763011,0.38,115
2763014,0.42,128
2763017,0.47,141
2763021,0.51,155
2763024,0.56,170
2763027,0.6,185
2763030,0.66,201
2763034,0.71,217
2763037,0.76,233
2763040,0.82,250
2763043,0.88,268
2763047,0.93,286
2763050,0.99,304
2763053,1.05,322
2763057,1.11,341
2763060,1.19,360
2763063,1.24,379
2763066,1.3,398
2763070,1.36,418
2763073,1.43,438
2763076,1.49,457
2763079,1.55,477
2763083,1.62,497
2763086,1.68,517
2763089,1.75,537
2763092,1.81,557
2763096,1.88,577
2763099,1.95,597
2763102,2,616
2763105,2.07,636
2763109,2.13,655
2763112,2.19,674
2763115,2.26,693
2763118,2.32,712
